source_UniProtKB-Swiss-Prot,target_UniProtKB-Swiss-Prot
O00746,O00746
O43918,Q9UER7
P28300,O95967
Q9NRD5,Q14832
P28300,P02751
O00592,P46940
P15502,P28300
P04792,Q9UER7
Q92918,P16333
P30086,P04049
Q14721,Q8TDN1
P00519,Q92918
Q8IXK0,P49137
O75791,Q92918
Q16644,Q8IXK0
P15927,O00255
P50552,Q702N8
Q14315,Q702N8
Q86TC9,P20929
Q9NRD5,Q13002
O14920,O15360
P67775,P62495
Q12888,Q92905
P45974,Q8WUN7
Q8N448,P01732
P22314,Q8WUN7
P0CG48,Q8WUN7
Q86TC9,Q15327
Q9NRD5,Q14831
O15360,O15360
Q92905,Q13485
P04637,Q9UER7
Q15788,Q92905
P62877,Q86VP6
Q6ZW49,P16104
O60832,Q9UER7
P27694,P23025
Q03181,P19793
P14780,P01033
P01033,P03956
Q96S59,Q99932
P51153,O43924
Q00653,O00221
P27694,P04637
P04150,Q9UER7
P55001,P35555
P19634,P0DP25
P19634,P0DP24
P19634,P0DP23
P02794,Q9UER7
Q96S55,Q14191
P13051,P15927
P12004,Q9HCU8
P46940,O60500
P01034,P01034
O75771,P54132
P25445,O75340
Q9UMS4,Q7Z7F0
P15976,P17542
P07355,P03950
Q07666,P07948
Q13185,Q14739
P15923,P17542
P17542,P15884
P17542,P08047
P45973,Q14739
Q14653,Q9UHD2
Q9ULE0,Q8IX03
P05230,O43427
O94906,O95400
P25445,Q9UER7
Q14315,Q9BYV2
Q92844,Q9UHD2
Q9ULE0,Q6AWC2
O95219,O00499
Q14191,Q13111
Q8TCU6,P42345
P51948,P51946
P04637,Q14191
P51948,P33993
P12004,Q14191
Q06609,Q14191
P51948,P14859
Q14191,P39748
P43351,Q14191
P81408,Q9NZC7
Q14191,P54132
P27694,Q14191
Q9UHD2,Q92985
Q9H1Y0,Q676U5
P19634,Q9UER7
P01127,P02458
P01127,P02452
Q9H1Y0,O94817
Q9H1Y0,Q8IZQ1
P51671,P51677
O14745,P35240
O14964,P35240
P04637,Q9NZC7
O95835,P35240
P01130,Q8NBP7
O00560,P35240
Q8TDY2,Q9H1Y0
P01127,P02462
Q96AQ6,Q9UHD2
Q96CV9,Q9UHD2
P06241,Q9NWQ8
Q9NWQ8,P00519
Q9NWQ8,O14745
Q9UHD2,Q9UHD2
O00257,Q13363
P16157,Q5VST9
P20591,Q9UER7
O94805,Q13363
Q07666,P07947
P52292,Q6SJ96
P60520,Q8IZQ1
P63208,Q9Y2Z0
P35548,P28360
P08631,Q07666
O95630,P0CG48
Q8TDY2,Q8NHY2
P54296,O75923
Q13263,P43357
P00519,P0CG48
P45973,Q13263
P54296,P21817
P54296,P35609
P78317,Q13263
Q92844,Q92985
Q9NZC7,Q96G27
Q9Y4B6,P35240
P51617,Q92985
Q8TDY2,O75143
Q8TDY2,O75385
Q13263,P07332
O75604,P0CG48
P35670,P35754
Q7Z7B0,Q00613
O75886,P0CG48
Q13263,P21506
Q8TDY2,P35222
Q9UER7,P62805
P24941,O96020
Q8TDY2,Q14289
Q8TDY2,Q676U5
O95071,P0CG48
O76080,P0CG48
P61956,Q9UER7
Q13263,Q13263
Q07666,P16333
P37173,Q9UER7
P0CG48,P0CG48
P20823,P61457
O75925,P36508
P36508,P20226
O75525,P36952
P61244,Q9BW11
O75081,Q9Y2D9
Q6DJT9,P52292
O75925,Q6PJP8
P08123,P36952
P03372,Q86YN6
P29590,Q9UER7
Q07666,P12931
P07900,Q9Y2Z0
P0CG48,P09936
P41236,P36873
Q01094,Q14188
Q13761,Q04724
P49711,Q00341
P51955,Q9BV73
O75923,Q8N3K9
P0CG48,P05412
P0CG48,P06239
ENSG00000105991,P04156
P20701,P08575
P05019,P22692
Q8N114,Q9NZC7
Q9UBU6,Q9NQ11
P20701,P05362
Q9BYH8,P40763
O75928,P35548
Q92905,P31151
P15311,P35240
Q9NV70,A8K0Z3
Q9BYV2,Q969Q1
Q8N264,P21333
O75970,Q9H205
Q92905,P09936
P04150,P68036
O75970,Q9HB19
O94941,P68036
Q92905,P10599
Q9Y5B0,P35269
O75970,Q9HB21
Q92905,P14174
P22681,P68036
Q16890,P63104
P38398,P68036
Q9P0L9,P19429
Q92905,P11388
P17936,P78527
Q92796,Q96A65
O75970,P32745
P38398,P62837
P78537,Q6QNY1
P16220,Q9UER7
Q6QNY0,Q6QNY1
O75969,Q5JQC9
P10644,Q5JQC9
O14745,P26038
Q9H1K0,P20339
Q92905,P04637
Q92905,P05107
P06241,Q07666
Q92905,P05412
P06401,Q92905
Q8IYI6,P11234
Q9HAT0,O75969
P13010,P78527
P63208,Q9UKT8
Q16890,P31946
P31314,P67775
P08047,P42858
Q06787,P63279
Q06787,Q06787
O00233,P09651
P29597,Q92905
P46695,P49069
Q16763,P0CG48
O75400,P42858
P00533,P49069
P49069,O14836
P25445,P25445
Q99459,Q9UMS4
O75376,P42858
P09651,O15111
Q16763,P0CG47
Q9UMS4,Q9H6Z9
Q06547,P51610
P14859,Q5SXM2
Q9NV70,Q6ZNE5
P21291,P21291
Q8IZQ1,O95166
P02792,P42858
Q9NRD5,O15354
P16435,P05181
Q9NV70,Q92622
Q9NV70,Q96A65
P16035,P08253
Q92905,P25101
P10632,P10632
Q9UMS4,Q9UMS4
O95243,P42858
Q9NRD5,P23975
O00522,O14713
O00716,Q8N488
Q92905,O95273
P61006,P47224
Q13177,P12931
Q06495,Q5T2W1
Q96BS2,P19634
P08631,Q13177
P60604,P60604
P04049,Q13177
O94875,Q13177
P31749,Q9NPG2
Q14209,Q8N488
Q12768,A8K0Z3
P51114,P51114
O14641,Q9NZC7
Q8N488,O75461
P35240,P35240
P00519,Q8N488
P30153,P67775
P62993,Q13177
P19474,Q9UER7
Q13568,Q13568
P25490,Q8N488
P56279,P31751
P53667,Q13177
Q13113,Q5T2W1
Q00987,Q8N488
Q06547,Q8N488
P0CG48,Q8N488
P43119,Q5T2W1
O14920,Q92905
O94887,Q5T2W1
P37840,P42858
O14745,Q03431
Q92905,O60921
P62837,P0CG48
Q92905,O75460
Q96DI7,O75643
Q9UBN4,Q9UBN4
Q2M389,Q12768
O14578,P62745
O14745,P47900
P29372,P04156
Q9UBN4,Q14643
Q14573,Q9UBN4
Q14571,Q9UBN4
P22681,P62837
O14745,P48048
P42858,P42858
Q2M389,A8K0Z3
O95628,P62837
Q14247,O00401
Q14247,O43516
O43572,Q5T2W1
O15105,Q92905
Q14247,P16389
P51572,P51572
O14745,Q5T2W1
P10415,P51572
P19438,Q9UER7
Q14247,P35326
Q03431,P35222
P05067,P51572
P51572,P04439
O43889,Q92905
O60671,Q92905
P50570,Q14247
Q9UBN4,P48995
Q96PY6,Q5S007
Q00987,P22392
O14936,P34741
P32239,Q06124
Q8IUQ4,Q9GZU2
P04637,P23396
O75925,P20591
Q12933,Q9GZU2
P35568,Q06124
P02792,Q9NZ42
O43255,Q9GZU2
P43626,Q06124
Q99708,Q8IUQ4
Q9H9S0,Q93074
Q99708,Q13363
P03372,Q15648
P09038,P34741
Q9C035,P61088
P50553,P15884
P11362,P08908
P11362,P09038
P11362,P11362
O00763,P50747
P36894,P36894
P50747,P50747
Q9Y6X2,P14373
Q9C035,P35998
P07204,P00734
P49841,Q96G01
Q9Y6X2,O75030
P36894,P12643
P34741,P34741
P36894,P12644
P12757,O75376
P38398,Q99708
Q13332,P23468
O94813,Q9Y6N7
P49768,P49768
Q7Z6J0,O43255
P98170,Q6GPH4
Q6GPH4,O43255
Q14847,Q15942
P49768,P28066
P49768,P27635
O94804,O94804
Q13332,Q13136
Q99708,P12004
O95292,Q14849
Q99708,P06400
Q9UBU7,P49736
Q06124,P43628
Q9UBU7,P33993
O94813,O94813
Q15011,Q7Z6J0
Q14517,Q7Z6J0
Q9HCK8,Q9UBL3
P15923,P50553
P49768,P21333
P11362,P05230
Q06481,O95704
P42771,P56545
Q8N726,P56545
P35712,P56545
P01106,Q8N163
O95983,Q8NHZ7
Q8NF64,Q9Y6X2
Q96BT3,Q8NBT2
O95600,P56545
P08069,Q06124
Q9Y6X2,Q99684
Q9Y6X2,Q15911
Q96S59,Q92905
Q15648,P19793
Q8TE12,Q8TE12
Q99747,Q9BXF6
P09619,Q06124
P15923,Q8TE12
Q9NWF9,Q13546
O00257,P56545
Q9Y6X2,Q04206
Q13257,Q13257
Q9H7D0,Q92556
Q96S59,P49961
Q96S59,P51784
Q12834,Q13257
P60660,P43220
P36897,P37173
Q96S59,P62826
Q9BXF6,Q15907
P51884,P50281
Q9Y6X2,Q9UIS9
Q08999,Q6NUQ1
Q04656,O00244
O43264,Q6NUQ1
Q04656,P35754
P08514,P08514
Q96S59,Q15334
P08514,P05106
O43639,P52799
Q9Y6X2,Q01826
A0AVT1,Q9H832
P11473,Q15648
Q15648,P10276
P02545,P35227
P43694,Q8WW38
Q9BZ72,Q14289
Q9Y6X2,P61956
P02751,P07996
Q9NYG5,P0CG48
Q9Y6X2,P52926
Q8WW38,P56545
Q9H832,O15205
Q9NWF9,Q99706
Q15648,P10827
O75334,P10586
P30279,P35227
P63165,Q9Y6X2
P15976,Q8WW38
Q9UBW8,P61201
P29474,P35222
Q92569,P42336
Q9H992,P61088
P15923,Q02363
Q02363,P15884
Q02363,P15172
Q9UPX8,O14490
Q9H7L9,Q9HCU9
Q969G3,Q9HCU9
P31946,Q9HAP2
Q96QT6,Q96ST3
P28300,Q15262
Q14247,Q9UPX8
Q9UNH7,P11309
Q14451,P0DP24
Q14451,P0DP25
Q14451,P0DP23
Q9BZ29,P20929
P0DP25,Q14524
P0DP24,Q14524
Q14524,P0DP23
Q8WUM0,P57740
P02511,Q14524
Q15762,Q495A1
Q96K30,Q06330
P53675,Q9Y5X3
P61077,Q9H992
Q14524,O60678
P02751,P02751
Q9Y5X3,O60331
Q9Y5X3,O15360
Q04727,Q02548
Q9H992,P10636
Q9UNH7,Q9HCU9
Q96CV9,Q9UNH7
Q9H8Y5,P55072
O15105,Q9HAU4
Q92569,Q5SXH7
Q9BT67,P60484
O95471,P09758
P50502,P25025
Q96ST3,Q15583
O95832,P09758
O14495,O60716
Q05516,Q96ST3
P41143,P07550
Q05195,Q96ST3
Q9UF11,Q8IUH5
O75376,P13631
Q9NW64,P04156
P49792,O60260
P29590,O75376
O60673,Q9UI95
Q9UI95,P09496
P06401,P03372
P41143,P41143
P29590,P23769
P46060,P49792
Q14155,Q9Y566
Q9Y566,Q9H0F6
Q9Y566,Q9UQB8
Q14451,P07949
Q9Y566,Q9Y566
Q9UQQ2,P21333
Q13352,Q13330
Q13352,P20248
P12830,O43707
Q13352,P19793
P10827,Q13352
P12830,O60331
P35609,Q9NP98
Q13352,P05106
Q14451,P06213
P12830,O60716
P04626,Q14451
P26045,Q14524
Q92569,O60636
Q8WUM0,P49454
Q9C035,Q9C035
P78352,P04626
O15273,O15304
Q16643,P60484
P00533,Q12913
P08588,P78352
P20340,Q8TD16
O14867,O14867
Q9C030,Q9C035
Q6P597,Q04917
P78352,P16389
P78352,P22459
P22460,P78352
O14920,Q9UBW8
P04156,Q9H0S4
P47736,P61224
O75665,Q9Y265
P27361,Q12913
Q06481,O00213
P28482,Q12913
P49768,P14136
O60333,P78352
P20618,P49768
P78352,O14490
P78352,O14936
P78352,O14964
P78352,O75084
Q96G01,P20340
P48357,Q06124
P35372,Q15942
Q13561,Q8TD16
P62993,Q06124
Q9C035,Q9BYJ4
P49916,Q96FI4
P29475,P78352
P12814,Q15942
Q96G30,Q8TCY5
P15173,P50461
Q14451,P54762
O76041,Q15942
P78352,Q12879
P18206,Q14118
Q9H147,P04053
P42574,P43146
Q9NQB0,P35222
O95835,Q15942
P49768,O75369
P46939,Q14118
P02730,P42771
P02730,Q8N726
Q15700,Q13224
Q14118,Q14118
O14490,Q96FJ2
Q9BXW9,Q92993
Q9H6Z4,P18754
P49768,O60716
P12814,Q14118
Q14118,P11532
P15172,P50461
Q96G30,Q96G30
O96017,O96017
P61224,O15211
P78352,P35326
Q12913,Q12913
P09382,Q13740
P17931,Q13740
P30203,Q13740
P15336,Q5T230
P49768,P10415
Q9UL26,Q9H1K0
Q96AX1,Q9H269
Q15075,Q9UL26
P05556,Q14118
Q9NQB0,Q15038
Q01113,P63104
P19338,Q00987
Q96S59,P36897
P25054,P35222
Q9HB96,O15287
Q9HB96,O15360
Q16665,O94966
Q9HB96,Q00597
Q9HB96,Q9BXW9
Q9NPI8,O15287
Q9NPI8,O15360
P17081,Q6DT37
Q14469,Q9NPI8
Q14469,Q9NW38
Q9NW38,Q8NB91
Q16665,O15525
Q96B02,Q9NW38
Q9NPD8,Q9NW38
P63096,O14924
P63096,O43566
Q9HB96,Q9NPI8
P63096,P21453
Q13472,Q9H9A7
Q8WYA6,Q8WYA6
P16234,P04085
P09486,P02461
P24385,P62140
P01127,P16234
P40692,Q9UHC1
P16234,P00533
O14745,P16234
P30281,P62140
P60953,Q6DT37
Q16891,Q9GZM8
P08238,Q16665
Q9BT25,Q7Z4H7
P07900,Q16665
Q9NPI5,Q9Y561
Q9Y561,P63244
P84243,Q12830
P17096,Q6UX04
Q9Y561,O95405
Q9H816,Q15554
Q8WWY3,Q8WYA6
Q13424,O94925
Q13424,O95477
Q13424,P53778
O14775,Q9P2W3
P38398,P62140
Q12830,P62805
P19474,P01911
P46531,Q9UHF1
P49798,P63096
Q9Y2T1,Q15583
Q93045,P49758
Q14781,ENSG00000274267
Q14781,P68431
Q14781,ENSG00000278272
O76090,O76090
Q9Y2G4,Q9Y2T1
P63096,P49795
P11940,Q9BPZ3
Q96EZ8,Q96BK5
Q05513,Q9Y243
P04626,P14923
P20809,P25815
P13498,P14598
Q00987,P49407
P49757,Q00987
P13224,P13224
O75884,P06400
P46087,Q96EZ8
P07359,P13224
P51668,Q00987
O75164,P06400
Q14582,Q8TDR4
P09651,Q9UHD9
O75150,P06400
O43294,Q01959
Q01959,P37840
Q00987,P23297
Q00987,P23396
P25685,Q00987
Q00987,P26447
Q00987,P29034
Q8TDH9,Q6QNY1
P45985,P32121
P19634,Q99653
Q58WW2,Q16531
O95071,Q9BPZ3
Q96IF1,Q13501
P01033,P08962
P38936,Q00987
P43004,Q96IF1
Q58WW2,P10275
Q00987,P42771
Q00987,Q8N726
Q00987,P32121
P61086,Q00987
P11362,Q14449
Q00987,P61254
O95238,Q99801
Q15831,Q13131
Q9BPZ7,Q6R327
Q9BRP8,P04156
P10415,P62140
Q9Y6D6,P26885
P08709,P13726
P29274,P14416
O60381,P06400
P23142,P05067
P16234,P16234
Q9BST9,O60504
P09619,P16234
P68400,Q92504
Q16665,P27540
Q16665,P40337
P19256,P06729
Q9Y210,Q13507
A8MT69,Q8N2Z9
Q14449,P06213
Q00987,P62081
Q16665,Q16665
O43293,O43293
Q16665,Q15370
Q16665,Q15369
P62829,Q00987
Q00987,P62913
P01106,Q01850
Q00688,Q00987
Q15831,P43268
Q00987,Q00987
Q16665,Q13438
Q71F23,P53350
Q09472,Q16665
Q71F23,P58340
Q14315,Q92629
Q16665,Q00987
P29274,P29274
P62491,Q9BXF6
P16157,Q8NC69
P16157,Q02094
O00257,Q06587
Q02224,Q02224
P63208,Q02224
P35222,P10275
Q02224,O60566
Q02224,O15360
Q15648,P55055
Q9UBW8,Q99627
P04626,P35222
Q12834,P78396
P49454,Q9GZM8
P20231,P20231
P43034,Q9GZM8
Q9UBW8,Q92905
P16220,Q6SA08
P56270,Q12830
P08709,P08709
P09871,P09871
ENSG00000159403,P09871
ENSG00000159403,ENSG00000159403
Q6R327,Q9BVC4
O43290,Q9BZL1
P63165,Q01826
P52435,Q01826
P01137,P37173
Q96S59,P05937
Q09028,Q8IX07
Q96S59,P08581
P35222,P15884
P10600,P37173
P10909,P37173
Q96S59,P10275
Q04756,O43278
P78536,Q13257
Q14669,Q7RTS3
Q96S59,P30530
P61106,Q9BXF6
Q96S59,P31151
Q15648,P37231
P68400,Q9UBW8
Q96S59,P35372
Q96S59,P10828
Q96S59,P05107
P57735,Q9BXF6
Q53FA7,P22352
P35222,Q01826
Q9UGL1,P55316
O75925,Q01826
Q9Y210,P20591
O00257,Q01826
Q8NHY2,Q96RU8
Q9UGL1,P55771
Q14242,P16109
P11388,P35222
P78364,P35226
P12830,P35222
O00167,P19086
Q9NS61,Q9NS61
Q96S59,P04049
Q96S59,P04150
Q9UBW8,Q7L5N1
Q96S59,P04637
Q16186,Q9UHD9
P28698,P57086
Q6ISB3,Q8TE85
P25815,P25815
Q06587,Q06587
P30101,P27797
Q96RK4,Q14203
Q7Z465,P10415
Q7Z465,P14174
Q9UL62,P48995
Q9UL62,Q9NZ72
Q9UL62,Q9UBN4
O00512,P35222
P53779,Q99640
P45983,Q99640
O15169,P35222
P17661,Q9UBX2
Q15113,P61769
Q15113,P39060
O43707,P35222
Q13526,Q99640
Q14689,Q12841
P19883,Q14689
P40238,Q8WWM7
P62805,Q12830
P61244,P62140
P62258,Q9GZM8
O95996,P35222
Q15034,Q9UHD9
Q658P3,Q99640
O94829,Q9UBX2
P25024,P10145
P55789,Q7Z465
P49427,P62140
P16520,Q9UK08
Q00839,Q9UHD9
P62873,P63211
Q7Z465,Q7Z465
P16444,P16444
P63316,P19429
P63316,P45379
Q09470,P78352
Q05086,Q9UHD9
Q12834,O60566
Q92624,P05067
Q8TE85,Q8TE85
Q7Z7B0,P21333
Q9UJM3,Q9UNK0
P47712,P14598
P08138,Q9NZS9
Q15843,P62837
P78396,Q0VD86
Q9BVI0,P62805
P16144,P56537
Q15843,Q13564
Q13616,Q15843
Q13618,Q15843
Q9NZS9,P10415
Q9BVI0,P68431
Q9BY77,P23443
Q3ZCQ8,P04049
Q9H0R8,Q86V97
P63104,P10636
Q9BVI0,ENSG00000274267
P10398,P63104
P10398,Q3ZCQ8
Q16667,Q96HJ5
Q9BVI0,ENSG00000278272
Q8WXA9,Q01130
P46783,P04637
Q9Y294,Q86UE8
O75955,P05067
Q9Y2Q5,P42345
P38398,P67870
Q16629,Q8WXA9
Q9Y2Q5,Q8N122
Q8IZE3,P15311
P40692,P54278
P05067,O75509
P24821,Q9H4F8
O43639,Q9C019
P54278,P12004
Q6P2E9,Q8IZD4
Q07954,P78352
Q9NYF8,P50402
Q15785,Q9Y5K8
Q9NP84,O43508
Q9C030,P01106
Q9UNA1,Q6P5Z2
Q96SB4,P04637
P23025,Q13156
P27694,Q13156
P35244,Q13156
P63165,Q9HC62
P45973,P51532
Q9NRI5,Q96MT8
O75821,P11171
P51532,P42771
P51532,Q8N726
O14936,P11171
P10827,O75376
P46777,P67870
P51532,P35222
P15927,Q13156
Q96S59,Q9NRI5
P38398,Q08211
P45973,Q7Z3K3
P22681,P63104
P43220,Q99437
P35638,Q86SX3
P49137,P67870
Q9NR20,Q92630
P19438,Q13200
Q99689,Q9NRI5
P21731,P63104
P21580,P63104
Q02410,Q9NRW1
P63279,Q9BYV6
P51532,P10275
P25092,Q86UT5
Q96MU7,Q96SB4
Q96SB4,Q8WYQ5
Q99459,Q8WYA6
Q96SB4,Q15424
P25054,Q96N96
Q96SB4,Q15287
P43119,Q86UT5
P25054,Q8N944
P63104,P13224
Q8NHY2,Q8NHY2
Q15843,P0CG48
O00482,P16220
P51532,O15360
P15374,Q15843
Q9C030,Q9C030
O14497,P51532
Q96SB4,Q07955
P40616,Q13439
P0DI81,P0DI81
P06733,P0DI81
P12931,Q9C019
P0DI81,O00299
P51532,P06400
Q9H0R8,Q8IZQ1
P03372,P51532
P63208,P0C2W1
P54252,Q15843
P05067,O00213
Q03111,P61964
P20290,P67870
Q8TEB9,P55072
P20042,P67870
Q7L523,Q76FK4
O15519,P42574
P16333,P07766
O14727,P42574
P10301,P16333
P98066,P26022
P80098,P98066
P05067,P03897
Q8NF91,Q9NRI5
P04040,P05067
O43516,P16333
P05067,P04156
P00519,P16333
P63208,P24941
P05067,P05067
Q13651,P22301
P22301,Q08334
Q9NQB0,Q9UER7
P19174,P00533
Q07954,P11226
P19174,P04629
P19174,P06213
P09619,P19174
Q99081,P17542
Q8IWZ3,Q9NRI5
P09211,P30041
P11362,P19174
P30041,P12004
P17535,Q8NHY2
Q9NS23,Q9UER7
O75628,P63104
Q38SD2,Q38SD2
Q9UER7,Q9UER7
P19174,O43561
P13501,P13501
P08253,P80098
P02647,P05067
P12004,Q9H4L7
P02511,P05067
P04049,P63104
Q96MU7,P50402
P06241,A7KAX9
O14559,P06241
Q8N5U6,P50222
P48551,P01563
P63104,P07101
P17181,P48551
P06241,P02751
P06241,P04626
Q9H4L7,Q92547
P12004,P18669
Q07954,P57105
P54198,Q9Y294
Q9Y294,P21675
P03372,P12931
Q9BZR6,Q8IZA0
P06241,P06241
Q16611,Q16611
Q99583,P61244
P55197,Q03111
Q03111,P51825
P48382,P33076
O14593,P48382
O14593,O00287
P37023,P67870
Q96MU7,P78362
P62820,Q8N2Y8
Q08379,Q8N2Y8
Q9NQL2,Q7L523
Q99583,Q99583
P63104,P07359
Q99583,Q96ST3
Q96MU7,Q07666
O75791,O95273
Q9UHA4,Q02750
P12931,P03891
O95704,P05067
O96018,P05067
P11473,P12931
P98066,O14625
Q16849,Q92543
P55210,P55210
P02751,P98066
P05067,P01023
Q9Y3D8,P38432
Q14721,Q8TAE7
P01137,P05067
P98066,P09038
P98066,P10145
P13500,P98066
P98066,P13501
Q15029,O75643
P06401,P12931
Q16611,P10415
P15036,Q15131
P10275,P12931
P10276,P12931
P10636,P12931
Q9NRI5,Q8TDR0
Q12834,Q76KD6
O94906,Q15029
P16333,O14512
Q5H9F3,Q3KNV8
P08047,P37198
Q15650,P05412
Q15650,P10828
Q15650,P11831
Q15291,P61964
Q14152,P08729
Q8NHX9,Q8NHX9
Q14152,O75821
Q04637,Q04637
Q04637,P60842
Q9Y221,Q76FK4
P61587,P63104
P11940,Q04637
Q63HR2,Q96QB1
P24390,P53618
P20936,Q96QB1
O75923,P20929
O75386,P20929
P20929,O60662
P35372,Q9Y679
A4UGR9,P20929
O76041,A4UGR9
O75190,O75923
O00165,Q8NHX9
P40818,Q9H4P4
P31785,P40933
O60216,O43293
Q15436,P53992
Q15436,Q00536
Q15040,P0CG48
P53618,P35606
P55884,Q14152
P14784,P40933
Q04637,P06730
Q15650,P19793
O43502,O15315
Q15650,Q04206
P78396,P63244
Q9Y224,P43220
P46527,P78396
Q15650,P19838
Q9Y224,Q8N4C6
P24941,P78396
Q9Y224,Q9Y224
P06401,P78396
P78344,P60842
P20929,O95425
P63167,O14490
Q09472,Q86Y01
O00268,P08047
O14976,Q5S007
O14966,Q5S007
Q9C019,Q9C019
Q86Y01,O14907
Q92574,P07196
P49815,Q92574
P63167,O14576
Q96N66,Q969W0
O14641,Q5S007
Q86TM6,P55072
P05549,P08047
P39060,P39060
P06748,P08047
Q14315,O75923
Q14315,O15357
Q15020,Q13107
O14579,P53621
Q9BR76,Q9C019
P04637,Q86Z02
P45985,Q14315
P63104,P63104
P19338,P39060
O14640,Q5S007
Q53GS7,Q53GS7
O75694,Q53GS7
Q53GS7,O00303
O75376,P08047
Q16760,Q16760
Q14315,Q14315
Q13326,Q14315
Q08211,Q04206
P43116,P32121
P56524,P63104
Q16667,P06493
Q9BYV6,Q969Q1
Q99972,P04406
P54136,P47897
Q15788,Q63ZY3
Q8IYB3,P78362
Q16186,Q8N8Y2
P50552,Q9C019
P15153,P52565
Q9H4M9,Q8TDZ2
Q13153,Q13153
P63167,Q13153
P63000,Q13153
Q99972,Q99972
Q99972,Q96PB7
Q13616,Q969H0
P60953,Q13153
Q16667,Q00526
Q7L804,Q9H4M9
Q5TAQ9,Q16531
P55957,P55957
Q14624,P26022
Q9H4M9,Q9H1K0
Q16667,P24941
P55957,P10415
Q96CV9,Q9H0R8
P08670,P15924
P15924,P04264
P46108,Q9C019
P31749,Q9C019
Q9H4G0,Q99490
Q9H4G0,Q14980
Q9H254,Q9NRI5
P29590,Q03014
P36956,P51843
P15260,P01579
Q99459,Q99459
O75410,Q14008
Q12800,O00213
Q8TEL6,Q16531
Q9H4G0,Q14643
P58062,Q3YEC7
Q13617,P40337
P30305,P63104
P30304,P63104
P63104,P30291
Q6WKZ4,P20338
Q13162,Q13162
P61106,Q6WKZ4
P62491,Q6WKZ4
Q06830,Q13162
P26232,Q9UID6
P06401,Q13886
P15924,P14923
Q9H4G0,P14416
P21580,P0CG48
Q6WKZ4,Q15907
Q9H4G0,P35462
P21731,Q13162
P27448,P63104
P06400,Q16254
Q99996,P0DP23
Q99996,P0DP25
P01730,P01730
P67870,P67870
Q8WUP2,Q9C019
P63279,Q53HL2
P11940,Q58A45
P11233,P51178
Q12959,Q5JTD0
P51178,P21980
Q15020,O43395
P49815,P63104
P49796,P63104
P01730,O15304
P28749,Q16254
P51610,Q16254
Q03060,Q5TD97
O00165,Q8TC41
Q08999,Q16254
P54253,P63104
P53667,P63104
O15392,Q53HL2
Q53HL2,P49792
Q13077,O14920
O15457,O00303
Q9Y5U5,Q9Y5U5
Q9UNG2,Q9Y5U5
Q13114,Q9Y5U5
Q13077,Q9Y5U5
Q08117,Q9Y3E5
P43220,Q8N697
P46937,P63104
Q99741,Q9Y5P8
P67775,Q9Y5P8
Q99816,Q99996
Q15642,Q99996
Q12933,Q9Y5U5
P26651,Q6MZQ0
P20333,Q13077
Q13077,P21580
Q13077,P28908
Q14247,Q9C019
O43432,P06730
Q15020,O43172
Q03933,P63279
P52566,P15498
O75821,O15372
O15371,O75821
Q8IZJ4,P01112
Q03933,P35227
Q99996,P0DP24
Q92830,Q92830
P19174,P15498
P24385,P24941
Q96AY2,Q96NY9
Q96ES7,P68431
P63279,Q14103
P67809,Q14103
Q14103,Q14103
P01112,Q13671
O43482,Q6P0N0
Q9BTP7,Q8IYD8
Q86VB7,P67870
Q8IX03,P68431
Q9BX66,O15357
P04637,P53350
O43491,P26885
P04792,Q14103
Q9BX66,O75955
O95251,P53350
P04150,P08235
O95613,Q9NRI5
P00533,P78527
P17096,Q14103
Q9BW60,P43220
Q96ES7,ENSG00000274267
P20339,Q13671
P04150,P31948
P35869,P27540
O75899,Q9UBS5
Q96CA5,O43464
Q969Q1,Q9Y692
Q8WXH0,Q7Z569
Q9NYJ8,Q14457
Q9NYJ8,Q15303
Q9UQC2,A7KAX9
Q9NYJ8,Q15750
O14786,P21333
Q9Y6J0,Q02080
Q8WXH0,P50402
P20930,Q9Y337
Q13469,Q13469
P35869,P06400
P35869,O60563
P07900,P31948
P11142,P31948
P24941,P20248
Q16620,Q92529
Q96S59,Q9UL63
P43115,Q9UL63
P12004,P39748
P09651,P39748
P62877,Q16531
O43424,A4D2P6
Q96CA5,Q96CA5
P35869,O00170
Q96CA5,P62837
P35869,O00327
Q9UQC2,P27986
P63000,P52292
O00170,O00408
O00408,O00408
O15392,O15392
O94966,O43255
Q9NYJ8,P0CG48
P63000,P52565
P52757,P63000
P78352,Q8N2Q7
P53365,P63000
P17948,P98077
P35968,P98077
A7KAX9,Q13224
Q15276,P20339
P02730,P05026
O75914,P63000
Q99873,P17181
Q9NYJ8,O43318
P63000,P15498
P35609,Q9NRI5
P19878,P63000
Q08426,P04040
P29350,Q6GTX8
O15169,Q99873
P63000,P41743
O94921,P31946
P63000,P40763
P49459,Q9P0J7
Q07954,O00213
P78352,Q13224
P07332,Q96JZ2
O60566,Q13257
Q07912,Q96JZ2
P20809,Q14626
Q07666,P61978
Q8IX03,ENSG00000278272
Q9BX66,O15265
P55327,Q969L2
P31946,O14649
O60506,Q14103
P46531,Q96JK9
A7KAX9,P04629
Q8IX03,ENSG00000274267
Q12959,Q13224
P05067,P21359
O75791,Q13480
Q15276,Q15276
Q9NQ86,Q9H3R5
A0AVT1,O15205
Q13480,P19174
Q13480,P27986
Q13480,P29353
Q13480,P62993
Q13480,Q04912
Q13480,Q06124
Q8IX03,Q6AWC2
